Sheet,ID,Species,Location,latitude,longitude,biomass,size,source,Institution
Assis et al,,Saccharina latissima,,53.27,-8.93,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,51.942916,-7.708772,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,51.646169,-9.855497,,,"Krumhansl, K., Okamoto, D., Rassweiler, A., Novak, M., Bolton, J., Cavanaugh, K., Connell, S., Johnson, C., Konar, B., Ling, S., Micheli, F., Norderhaug, K., Pérez-matus, A., Sousa-pinto, I., Reed, D., Salomon, A., Shears, N., Wernberg, T., Anderson, R., Barrett, N., Buschmann, A., Carr, M., Caselle, J., Derrien-courtel, S., Edgar, G., Edwards, M., Estes, J., Goodwin, C., Kenner, M., Kushner, D., Moy, F., Nunn, J., Steneck, R., Vásquez, J., Watson, J., Witman, J. & Byrnes, J. Global Patterns Of Kelp Forest Change Over The Past Half-century. Proc. Natl. Acad. Sci. U. S. A., 113: 48, 13785-13790 (2016)",
Assis et al,,Saccharina latissima,,51.69305,-8.42295,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,52.316,-10.066,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,51.9718,-7.56419,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,53.28615,-6.10619,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,53.47284,-10.01806,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,53.797567,-6.223755,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,53.24959,-9.12935,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,54.26485,-8.72005,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,55.20805,-7.69996,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,51.867161,-9.638833,,,"Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.",
Assis et al,,Saccharina latissima,,54.243,-10.096,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,55.277,-7.642,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,52.149,-6.573,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,54.428,-8.665,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,51.42066,-9.72582,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
Assis et al,,Saccharina latissima,,53.52,-6.074,,,"Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017)",
JNCC70s,,Saccharina latissima,,51.47459,-9.426573,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.49014,-9.398809,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.49486,-9.408236,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.45269,-9.419682,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.51432,-9.504107,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.48239,-9.424384,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.4715,-9.444098,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.52263,-9.45739,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.49844,-9.497443,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.51427,-9.51464,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.52263,-9.45739,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC70s,,Saccharina latissima,,51.47962,-9.419748,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8015,JNCC
JNCC90s,,Saccharina latissima,"Walter Scott Rock, Berehaven (Bantry Bay)",51.64269736,-9.90410792,,,,JNCC
JNCC90s,,Saccharina latissima,"Quay, N Mweenish Is (Kilkieran Bay)",53.30894658,-9.86778161,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Forlorn Rock (Saltee Islands),52.15717503,-6.62061804,,,,JNCC
JNCC90s,,Saccharina latissima,Boulders at Whirlpool Cliff (Lough Hyne),51.50090388,-9.29519717,,,,JNCC
JNCC90s,,Saccharina latissima,SE of Carricknaroun (Mullet peninsula),54.23611104,-10.07256979,,,,JNCC
JNCC90s,,Saccharina latissima,Glasscarrig Point (Kilmichael Point to Cahore Point),52.58372465,-6.21463225,,,,JNCC
JNCC90s,,Saccharina latissima,NW of Goose Island (Roaringwater Bay),51.50675053,-9.4351497,,,,JNCC
JNCC90s,,Saccharina latissima,W side of Barloge Creek (Lough Hyne),51.49225212,-9.2981373,,,,JNCC
JNCC90s,,Saccharina latissima,Sewage Outfall Wicklow (Bray Head to Wicklow Head),52.98944529,-6.02823341,,,,JNCC
JNCC90s,,Saccharina latissima,"W of Blind Sound, Inishmore (Aran Islands)",53.12407122,-9.76289036,,,,JNCC
JNCC90s,,Saccharina latissima,NW of Goose Rock (Saltee Islands),52.13557559,-6.5977612,,,,JNCC
JNCC90s,,Saccharina latissima,Back Lough Narrows (Mulroy Bay),55.16599409,-7.72658735,,,,JNCC
JNCC90s,,Saccharina latissima,Murles Point (N Donegal Bay),54.60208502,-8.28660616,,,,JNCC
JNCC90s,,Saccharina latissima,N of Annagh Head (Mullet peninsula),54.24345037,-10.09741433,,,,JNCC
JNCC90s,,Saccharina latissima,Glasscarrig Point (Kilmichael Point to Cahore Point),52.58372465,-6.21463225,,,,JNCC
JNCC90s,,Saccharina latissima,Dundooan Rocks (Mulroy Bay),55.21882491,-7.7989117,,,,JNCC
JNCC90s,,Saccharina latissima,S of Cappel Island (Ballycotton Bay),51.87875242,-7.85520276,,,,JNCC
JNCC90s,,Saccharina latissima,E of Ballyglass (Broadhaven),54.25436404,-9.88921354,,,,JNCC
JNCC90s,,Saccharina latissima,"Inner Lawrence's Cove, Berehaven (Bantry Bay)",51.63523055,-9.82503913,,,,JNCC
JNCC90s,,Saccharina latissima,N of Whitty Rock (Saltee Islands),52.12191866,-6.62938908,,,,JNCC
JNCC90s,,Saccharina latissima,"Clashymore Harbour, Inishmurray (S Donegal Bay)",54.42831306,-8.66630852,,,,JNCC
JNCC90s,,Saccharina latissima,W of Sebber Bridge (Saltee Islands),52.12535016,-6.61074078,,,,JNCC
JNCC90s,,Saccharina latissima,"Blue Lough Bay, Ballyconnell Point (S Donegal Bay)",54.36511699,-8.66574398,,,,JNCC
JNCC90s,,Saccharina latissima,Laboratory Beach (Lough Hyne),51.49977086,-9.29746883,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Rough Island (Long Island group) (Mulroy Bay),55.12070404,-7.69432611,,,,JNCC
JNCC90s,,Saccharina latissima,Whirlpool Cliff (Lough Hyne),51.50090388,-9.29519717,,,,JNCC
JNCC90s,,Saccharina latissima,The South Shore (Lough Hyne),51.49961016,-9.29859763,,,,JNCC
JNCC90s,,Saccharina latissima,Murles Point (N Donegal Bay),54.60208502,-8.28660616,,,,JNCC
JNCC90s,,Saccharina latissima,S of Cappel Island (Ballycotton Bay),51.87875242,-7.85520276,,,,JNCC
JNCC90s,,Saccharina latissima,SE of Castle Island (Lough Hyne),51.50429258,-9.29862812,,,,JNCC
JNCC90s,,Saccharina latissima,SE of Deegagh Point (Mulroy Bay),55.15387144,-7.69340581,,,,JNCC
JNCC90s,,Saccharina latissima,Ballyhoorisky Point (Mulroy Bay),55.25697807,-7.75751632,,,,JNCC
JNCC90s,,Saccharina latissima,Outer Millstone Bay (Mulroy Bay),55.19020609,-7.76091053,,,,JNCC
JNCC90s,,Saccharina latissima,S of Pollshone Harbour (Kilmichael Point to Cahore Point),52.60382707,-6.20843777,,,,JNCC
JNCC90s,,Saccharina latissima,Murles Point (N Donegal Bay),54.60208502,-8.28660616,,,,JNCC
JNCC90s,,Saccharina latissima,"Brannock East Sound, Inishmore (Aran Islands)",53.14325187,-9.83427951,,,,JNCC
JNCC90s,,Saccharina latissima,SE of Mullaghanardy Point (Mulroy Bay),55.18004582,-7.70532816,,,,JNCC
JNCC90s,,Saccharina latissima,Stookan Rocks (Mulroy Bay),55.20884925,-7.70725617,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Barrett Point (Broadhaven),54.23715591,-9.9068424,,,,JNCC
JNCC90s,,Saccharina latissima,Dernish Island channel (S Donegal Bay),54.42107716,-8.4905853,,,,JNCC
JNCC90s,,Saccharina latissima,"White Mares Bay, Broadwater (Mulroy Bay)",55.17203405,-7.70150666,,,,JNCC
JNCC90s,,Saccharina latissima,NW of Goose Island (Roaringwater Bay),51.50675053,-9.4351497,,,,JNCC
JNCC90s,,Saccharina latissima,"Moross Castle, Moross Channel (Mulroy Bay)",55.19685515,-7.71922629,,,,JNCC
JNCC90s,,Saccharina latissima,NE Toormore Bay (Long Island Bay),51.51262626,-9.64663195,,,,JNCC
JNCC90s,,Saccharina latissima,W Church Strand Bay (Baltimore),51.48960634,-9.37029373,,,,JNCC
JNCC90s,,Saccharina latissima,St Patricks Bridge (Saltee Islands),52.14943973,-6.57447287,,,,JNCC
JNCC90s,,Saccharina latissima,E of Gortnatraw Bay (Mulroy Bay),55.1450123,-7.66919529,,,,JNCC
JNCC90s,,Saccharina latissima,"W of Sheep Island, Berehaven (Bantry Bay)",51.63886969,-9.90474161,,,,JNCC
JNCC90s,,Saccharina latissima,"Duggerna Rock, Kilkee (Moore Bay)",52.69323432,-9.67114397,,,,JNCC
JNCC90s,,Saccharina latissima,S of Ballymore Point (Ventry),52.13162289,-10.33655944,,,,JNCC
JNCC90s,,Saccharina latissima,Brinlack Port (Bloody Foreland),55.12932637,-8.29641466,,,,JNCC
JNCC90s,,Saccharina latissima,Rush Pier (Skerries to Malahide),53.52107035,-6.07539096,,,,JNCC
JNCC90s,,Saccharina latissima,"Meenclady Bay, W Inishboffin Bay (Bloody Foreland)",55.15366991,-8.21188624,,,,JNCC
JNCC90s,,Saccharina latissima,Middle Sound,54.95240309,-8.48395091,,,,JNCC
JNCC90s,,Saccharina latissima,Finavarra Point (Galway Bay),53.1564615,-9.14208858,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Laughaun Point (Kilmakilloge Harbour),51.78073209,-9.8268072,,,,JNCC
JNCC90s,,Saccharina latissima,N side of Knight's Town Harbour (Valentia Island),51.92971707,-10.28687048,,,,JNCC
JNCC90s,,Saccharina latissima,"Centre of Moore Bay, Kilkee (Loop head to Donegal Point)",52.6840917,-9.65514847,,,,JNCC
JNCC90s,,Saccharina latissima,"W of Inishmeal, Rutland Channel (Croghy Head to Cruit Island)",54.96907154,-8.44327797,,,,JNCC
JNCC90s,,Saccharina latissima,Gloster Rock (Rathlin O' Birne Island),54.65921389,-8.79279973,,,,JNCC
JNCC90s,,Saccharina latissima,"The Foot, Knight's Town Harbour (Valentia Island)",51.92835476,-10.28574298,,,,JNCC
JNCC90s,,Saccharina latissima,South Channel (Croghy Head to Cruit Island),54.98304689,-8.46494624,,,,JNCC
JNCC90s,,Saccharina latissima,WNW of Wyon Point (Croghy Head to Cruit Island),54.94485423,-8.46849183,,,,JNCC
JNCC90s,,Saccharina latissima,"N of oyster beds, Aughinish Bay (Inner Galway Bay)",53.16214767,-9.04859495,,,,JNCC
JNCC90s,,Saccharina latissima,Spanish Point (Mal Bay),52.85778901,-9.45734414,,,,JNCC
JNCC90s,,Saccharina latissima,S of Ballymore Point (Ventry),52.13162289,-10.33655944,,,,JNCC
JNCC90s,,Saccharina latissima,W side of Dooagh Beach (Achill Island),53.97269548,-10.13196559,,,,JNCC
JNCC90s,,Saccharina latissima,Kilmore Point (Mouth of the Shannon),52.49104801,-9.71615684,,,,JNCC
JNCC90s,,Saccharina latissima,N of Ballynacourty Point (Dungarvan Harbour (NE)),52.08905944,-7.56026236,,,,JNCC
JNCC90s,,Saccharina latissima,Oyster beds of Aughinish Bay (Inner Galway Bay),53.1615771,-9.04910062,,,,JNCC
JNCC90s,,Saccharina latissima,S of Nedanone (Outer Kenmare River),51.77037592,-10.02066084,,,,JNCC
JNCC90s,,Saccharina latissima,NE of Inishkeeragh (Aranmore),54.96238381,-8.49433131,,,,JNCC
JNCC90s,,Saccharina latissima,Illancrone Island (Croghy Head to Cruit Island),54.9453722,-8.47733791,,,,JNCC
JNCC90s,,Saccharina latissima,S. Dawros Bay (Loughros More Bay),54.81847244,-8.52946195,,,,JNCC
JNCC90s,,Saccharina latissima,N of Perch Rock (Valentia Island),51.93099204,-10.31714443,,,,JNCC
JNCC90s,,Saccharina latissima,Opposite Gubbatruffaun (Streamstown Bay),53.52237087,-10.1291638,,,,JNCC
JNCC90s,,Saccharina latissima,"Meenclady Bay, W Inishboffin Bay (Bloody Foreland)",55.15366991,-8.21188624,,,,JNCC
JNCC90s,,Saccharina latissima,S of Ooghawaud (Inishshark),53.60190975,-10.29461682,,,,JNCC
JNCC90s,,Saccharina latissima,W of Murreagh Point (Valentia Island),51.94880578,-10.34292863,,,,JNCC
JNCC90s,,Saccharina latissima,Rush Pier (Skerries to Malahide),53.52107035,-6.07539096,,,,JNCC
JNCC90s,,Saccharina latissima,"N of the Foot, Knight's Town Harbour (Valentia Island)",51.92954198,-10.28552574,,,,JNCC
JNCC90s,,Saccharina latissima,Brinlack Port (Bloody Foreland),55.12932637,-8.29641466,,,,JNCC
JNCC90s,,Saccharina latissima,W of Craghnagh Rock (Mannin Bay),53.4550685,-10.0915956,,,,JNCC
JNCC90s,,Saccharina latissima,"Ardfry Point (North Bay, Galway Bay)",53.23196789,-9.07573066,,,,JNCC
JNCC90s,,Saccharina latissima,"Coosanea, N (Magharee Islands, Brandon Bay)",52.31694192,-10.06741293,,,,JNCC
JNCC90s,,Saccharina latissima,"Bealtra Bay, Ballcarbery (Doulus Bay)",51.9500453,-10.27984909,,,,JNCC
JNCC90s,,Saccharina latissima,"E of Toninishgun Point, Rutland Channel (Croghy Head to Cruit Island)",54.98105824,-8.45663808,,,,JNCC
JNCC90s,,Saccharina latissima,"SSW of Sound Rock, Inishnabro (Blasket Islands)",52.05702746,-10.60365086,,,,JNCC
JNCC90s,,Saccharina latissima,Centre of Scraggane Bay (Magharee Islands),52.31148119,-10.02612001,,,,JNCC
JNCC90s,,Saccharina latissima,Rusheen Point SW (to SW of Carrickleagh) (Bertraghboy Bay (mid S coast)),53.38381996,-9.83960004,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Kidney Rock (Mid Kenmare River),51.7587425,-9.89645784,,,,JNCC
JNCC90s,,Saccharina latissima,Illaunimmil (Magharee Islands),52.33248431,-10.0445127,,,,JNCC
JNCC90s,,Saccharina latissima,Kilclogher Head (Kilbaha Bay),52.57838129,-9.82788149,,,,JNCC
JNCC90s,,Saccharina latissima,S of Quay Brack (Valentia Island),51.88640928,-10.3809622,,,,JNCC
JNCC90s,,Saccharina latissima,S. of Cloghaunichy Point (S. of Mutton Island),52.79643077,-9.49569102,,,,JNCC
JNCC90s,,Saccharina latissima,S. of Cloghaunichy Point (S. of Mutton Island),52.79643077,-9.49569102,,,,JNCC
JNCC90s,,Saccharina latissima,W Kitchen Cove (N Dunmanus Bay),51.596082,-9.6359695,,,,JNCC
JNCC90s,,Saccharina latissima,N of Carrickdorish (Lambay Island),53.49886799,-6.00854027,,,,JNCC
JNCC90s,,Saccharina latissima,Off E Reencaheragh Point (Valentia Island),51.88499762,-10.38681591,,,,JNCC
JNCC90s,,Saccharina latissima,Off E Reencaheragh Point (Valentia Island),51.88499762,-10.38681591,,,,JNCC
JNCC90s,,Saccharina latissima,S of Carrickbealatroha (Aranmore),54.97721974,-8.47794344,,,,JNCC
JNCC90s,,Saccharina latissima,E of Inishnabro (Blasket Islands),52.0573022,-10.60604422,,,,JNCC
JNCC90s,,Saccharina latissima,Portmore Harbour (Malin Head to Inishowen Head),55.37112309,-7.33413147,,,,JNCC
JNCC90s,,Saccharina latissima,"Carrickfadda, E. of Aughris Head (Sligo Bay)",54.27423139,-8.7401238,,,,JNCC
JNCC90s,,Saccharina latissima,Kilconly Point (Kerry Head to Beal Point),52.56051224,-9.66675637,,,,JNCC
JNCC90s,,Saccharina latissima,New Quay channel (opposite pier) (Inner Galway Bay),53.15690618,-9.07156407,,,,JNCC
JNCC90s,,Saccharina latissima,W side of New Quay channel (Inner Galway Bay),53.15778412,-9.08100233,,,,JNCC
JNCC90s,,Saccharina latissima,N of Ballynacourty Point (Dungarvan Harbour (NE)),52.08905944,-7.56026236,,,,JNCC
JNCC90s,,Saccharina latissima,Ballycotton (S of Ballycotton Bay),51.83096712,-8.01667586,,,,JNCC
JNCC90s,,Saccharina latissima,Magharee Sound (Magharee Islands),52.32185264,-10.00226942,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Scarony (Garvan Isles),55.39217803,-7.30946266,,,,JNCC
JNCC90s,,Saccharina latissima,N of Kidney Rock (Mid Kenmare River),51.76688845,-9.89193327,,,,JNCC
JNCC90s,,Saccharina latissima,"N of Church Island, Valentia Harbour (Valentia Island)",51.93849568,-10.28383252,,,,JNCC
JNCC90s,,Saccharina latissima,N of Portmore (Inishtrahull),55.43413988,-7.22758389,,,,JNCC
JNCC90s,,Saccharina latissima,Spanish Point (Mal Bay),52.85778901,-9.45734414,,,,JNCC
JNCC90s,,Saccharina latissima,S of Lyalmore (Slyne Head area),53.43621164,-10.17209113,,,,JNCC
JNCC90s,,Saccharina latissima,"SW of Wyon Point, Termon (Croghy Head to Cruit Island)",54.9386887,-8.46421258,,,,JNCC
JNCC90s,,Saccharina latissima,Entrance to Lough Athola (Mannin Bay),53.46644202,-10.07549043,,,,JNCC
JNCC90s,,Saccharina latissima,"Rough Point (Magharee Islands, Tralee Bay)",52.32660686,-10.02240327,,,,JNCC
JNCC90s,,Saccharina latissima,N of Kidney Rock (Mid Kenmare River),51.76688845,-9.89193327,,,,JNCC
JNCC90s,,Saccharina latissima,W side of the outer neck of Inishee Island (Roundstone Bay),53.40677714,-9.90388782,,,,JNCC
JNCC90s,,Saccharina latissima,"E of Bridge, Portmagee Channel (Valentia Island)",51.88867289,-10.35691184,,,,JNCC
JNCC90s,,Saccharina latissima,Lough Athola (Mannin Bay),53.46953772,-10.06973556,,,,JNCC
JNCC90s,,Saccharina latissima,E of the Stack of Beans (Glandore Bay),51.53141338,-9.11032515,,,,JNCC
JNCC90s,,Saccharina latissima,NE of Little Saddle Head (Achill Island),53.97602519,-10.24643011,,,,JNCC
JNCC90s,,Saccharina latissima,E of Spike Rock (Tory Island),55.26045408,-8.18902372,,,,JNCC
JNCC90s,,Saccharina latissima,E side of Cancregga (Liscannor Bay),52.93032175,-9.45190429,,,,JNCC
JNCC90s,,Saccharina latissima,"Fort Promontory, N of Inishcrone (Killala Bay)",54.23434278,-9.09008539,,,,JNCC
JNCC90s,,Saccharina latissima,"Duggerna Rock, Kilkee (Moore Bay)",52.69323432,-9.67114397,,,,JNCC
JNCC90s,,Saccharina latissima,E of Middle Island (Garvan Isles),55.38567525,-7.3120668,,,,JNCC
JNCC90s,,Saccharina latissima,W of Belderg Harbour (The Stags of Broadhaven to Belderrig Harbour),54.31377614,-9.56159398,,,,JNCC
JNCC90s,,Saccharina latissima,"Moore Bay, Kilkee (Loop head to Donegal Point)",52.68647869,-9.66001721,,,,JNCC
JNCC90s,,Saccharina latissima,"Ardfry Rapids, Mweelon Bay (North Bay, Galway Bay)",53.23529438,-8.97237108,,,,JNCC
JNCC90s,,Saccharina latissima,Brandon Creek (Ballydavid Head to Brandon Point),52.25117625,-10.31725407,,,,JNCC
JNCC90s,,Saccharina latissima,"NE Termon, Dunglow Bay (Gweebarra Bay)",54.94883951,-8.43423808,,,,JNCC
JNCC90s,,Saccharina latissima,Furreera (Liscannor Bay),52.94323206,-9.43146049,,,,JNCC
JNCC90s,,Saccharina latissima,SW of Yellow Slate Rock (Clifden Bay),53.47376429,-10.04198137,,,,JNCC
JNCC90s,,Saccharina latissima,"Studdagh Rock, St John's Point (N Donegal Bay)",54.56677321,-8.46234313,,,,JNCC
JNCC90s,,Saccharina latissima,SE Tuskar Rock (Tuskar Rock),52.20239132,-6.20637171,,,,JNCC
JNCC90s,,Saccharina latissima,Magrath's Point (Doughmore Bay),52.75588959,-9.52106523,,,,JNCC
JNCC90s,,Saccharina latissima,Kilclogher Head (Kilbaha Bay),52.57838129,-9.82788149,,,,JNCC
JNCC90s,,Saccharina latissima,"NNE of Garraun Point, Great Blasket (Blasket Islands)",52.10649001,-10.50547563,,,,JNCC
JNCC90s,,Saccharina latissima,Magrath's Point (Doughmore Bay),52.75588959,-9.52106523,,,,JNCC
JNCC90s,,Saccharina latissima,"N of oyster beds, Aughinish Bay (Inner Galway Bay)",53.16214767,-9.04859495,,,,JNCC
JNCC90s,,Saccharina latissima,Beginish Patch (Valentia Island),51.93187781,-10.31483042,,,,JNCC
JNCC90s,,Saccharina latissima,Scattery Island pier (Shannon estuary),52.62411775,-9.5202363,,,,JNCC
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Saccharina latissima,,54.44344,-5.61771,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
